CONCEPT_ID,CONCEPT_NAME,NUM_PERSONS,PERCENT_PERSONS,RECORDS_PER_PERSON,PERCENT_PERSONS_NTILE,RECORDS_PER_PERSON_NTILE
1127433,acetaminophen 325 MG Oral Tablet,47,0.4159, 1.2,1,5
19073094,amlodipine 2.5 MG Oral Tablet,23,0.2035,32.5,1,1
1713671,amoxicillin 250 MG / clavulanate 125 MG Oral Tablet,22,0.1947, 1.0,1,8
19080128,lisinopril 10 MG Oral Tablet,21,0.1858,36.7,2,1
1115171,naproxen sodium 220 MG Oral Tablet,21,0.1858, 1.1,2,7
19078106,hydrochlorothiazide 25 MG Oral Tablet,20,0.1770,28.0,2,2
19078461,ibuprofen 200 MG Oral Tablet,17,0.1504, 1.1,3,7
40229134,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,15,0.1327, 1.0,3,8
19019979,ibuprofen 100 MG Oral Tablet,12,0.1062, 1.2,3,6
1519937,etonogestrel 68 MG Drug Implant,12,0.1062, 1.6,4,4
19079924,acetaminophen 160 MG Chewable Tablet,12,0.1062, 1.2,4,6
19020053,acetaminophen 500 MG Oral Tablet,12,0.1062, 1.0,4,8
1539463,simvastatin 10 MG Oral Tablet,11,0.0974,13.0,5,2
40160973,0.4 ML enoxaparin sodium 100 MG/ML Prefilled Syringe,11,0.0974, 1.0,5,9
19127922,{28 (norethindrone 0.35 MG Oral Tablet) } Pack [Camila 28 Day],10,0.0885, 1.3,5,5
19073183,amoxicillin 250 MG Oral Capsule,10,0.0885, 1.2,6,6
19133679,{28 (norethindrone 0.35 MG Oral Tablet) } Pack [Errin 28 Day],10,0.0885, 1.4,6,4
19129144,{28 (norethindrone 0.35 MG Oral Tablet) } Pack [Jolivette 28 Day],9,0.0796, 1.2,6,7
40160997,1 ML enoxaparin sodium 150 MG/ML Prefilled Syringe,8,0.0708, 1.0,7,9
40221415,{5 (dienogest 2 MG / estradiol valerate 2 MG Oral Tablet) / 17 (dienogest 3 MG / estradiol valerate 2 MG Oral Tablet) / 2 (estradiol valerate 1 MG Oral Tablet) / 2 (estradiol valerate 3 MG Oral Tablet) / 2 (inert ingredients 1 MG Oral Tablet) } Pack [Nata,8,0.0708, 1.4,7,4
19075601,clopidogrel 75 MG Oral Tablet,8,0.0708, 4.4,7,3
1511248,NDA020503 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler,7,0.0620,30.9,8,2
19133905,penicillin V potassium 500 MG Oral Tablet,7,0.0620, 1.0,8,9
19127904,{24 (drospirenone 3 MG / ethinyl estradiol 0.02 MG Oral Tablet) / 4 (inert ingredients 1 MG Oral Tablet) } Pack [Yaz 28 Day],6,0.0531, 1.3,8,5
40163924,24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet,6,0.0531,44.3,9,1
19033893,ibuprofen 400 MG Oral Tablet [Ibu],6,0.0531,10.2,9,3
1594382,NDA020800 0.3 ML epinephrine 1 MG/ML Auto-Injector,6,0.0531, 1.0,9,10
40231925,acetaminophen 325 MG / oxycodone hydrochloride 5 MG Oral Tablet,6,0.0531, 1.7,10,3
19128263,{7 (ethinyl estradiol 0.035 MG / norgestimate 0.18 MG Oral Tablet) / 7 (ethinyl estradiol 0.035 MG / norgestimate 0.215 MG Oral Tablet) / 7 (ethinyl estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Tr,6,0.0531, 1.0,10,10
