CONCEPT_ID,CONCEPT_NAME,NUM_PERSONS,PERCENT_PERSONS,RECORDS_PER_PERSON,PERCENT_PERSONS_NTILE,RECORDS_PER_PERSON_NTILE
3004249,Systolic blood pressure,1757,1.0000,  15.7,1,1
3012888,Diastolic blood pressure,1757,1.0000,  15.7,1,2
3024171,Respiratory rate,1756,0.9994,  14.1,1,2
3025315,Body weight,1756,0.9994,  14.3,1,2
3027018,Heart rate,1756,0.9994,  14.1,1,2
43055141,Pain severity - 0-10 verbal numeric rating [Score] - Reported,1754,0.9983,  13.2,1,2
3000905,Leukocytes [#/volume] in Blood by Automated count,1752,0.9972,   4.7,1,5
3000963,Hemoglobin [Mass/volume] in Blood,1752,0.9972,   4.7,1,5
3024929,Platelets [#/volume] in Blood by Automated count,1752,0.9972,   4.7,1,5
3009744,MCHC [Mass/volume] by Automated count,1752,0.9972,   4.7,1,5
3043111,Platelet mean volume [Entitic volume] in Blood by Automated count,1752,0.9972,   2.4,1,6
3015182,Erythrocyte distribution width [Entitic volume] by Automated count,1752,0.9972,   2.4,1,6
3023314,Hematocrit [Volume Fraction] of Blood by Automated count,1752,0.9972,   4.6,1,6
3020416,Erythrocytes [#/volume] in Blood by Automated count,1752,0.9972,   4.7,1,5
3023599,MCV [Entitic volume] by Automated count,1752,0.9972,   4.7,1,6
3012030,MCH [Entitic mass] by Automated count,1752,0.9972,   4.7,1,6
3036277,Body height,1752,0.9972,  11.3,1,4
3002736,Platelet distribution width [Entitic volume] in Blood by Automated count,1752,0.9972,   2.4,1,6
3038553,Body mass index (BMI) [Ratio],1706,0.9710,  10.6,1,4
3020891,Body temperature,1557,0.8862,   4.4,1,6
3016502,Oxygen saturation in Arterial blood,1404,0.7991,   5.0,2,5
706158,SARS-CoV-2 (COVID-19) RNA panel - Respiratory specimen by NAA with probe detection,1361,0.7746,   1.4,2,7
3007070,Cholesterol in HDL [Mass/volume] in Serum or Plasma,1093,0.6221,   7.3,2,4
3027114,Cholesterol [Mass/volume] in Serum or Plasma,1093,0.6221,   7.3,2,4
3009966,Cholesterol in LDL [Mass/volume] in Serum or Plasma by Direct assay,1093,0.6221,   7.3,2,4
3022192,Triglyceride [Mass/volume] in Serum or Plasma,1093,0.6221,   7.3,2,4
1002061,Adenovirus A+B+C+D+E DNA [Presence] in Respiratory specimen by NAA with probe detection,782,0.4451,   1.1,2,8
37021465,Parainfluenza virus 3 RNA [Presence] in Respiratory specimen by NAA with probe detection,782,0.4451,   1.1,2,8
37021252,Influenza virus B RNA [Presence] in Respiratory specimen by NAA with probe detection,782,0.4451,   1.1,2,8
37021152,Respiratory syncytial virus RNA [Presence] in Respiratory specimen by NAA with probe detection,782,0.4451,   1.1,2,8
37020808,Human metapneumovirus RNA [Presence] in Respiratory specimen by NAA with probe detection,782,0.4451,   1.1,2,8
37020635,Influenza virus A RNA [Presence] in Respiratory specimen by NAA with probe detection,782,0.4451,   1.1,2,8
37020003,Rhinovirus RNA [Presence] in Respiratory specimen by NAA with probe detection,782,0.4451,   1.1,2,8
37019613,Parainfluenza virus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,782,0.4451,   1.1,2,8
37019589,Parainfluenza virus 1 RNA [Presence] in Respiratory specimen by NAA with probe detection,782,0.4451,   1.1,2,8
3005456,Potassium [Moles/volume] in Blood,642,0.3654,  15.2,2,2
3051825,Creatinine [Mass/volume] in Blood,642,0.3654,  15.2,2,2
3004295,Urea nitrogen [Mass/volume] in Blood,642,0.3654,  15.2,2,2
3032503,Calcium [Mass/volume] in Blood,642,0.3654,  15.2,2,2
3000285,Sodium [Moles/volume] in Blood,642,0.3654,  15.2,2,2
3018572,Chloride [Moles/volume] in Blood,642,0.3654,  15.2,3,2
3000483,Glucose [Mass/volume] in Blood,642,0.3654,  15.2,3,2
3014094,"Carbon dioxide, total [Moles/volume] in Blood",642,0.3654,  15.2,3,2
21492989,Influenza virus B Ag [Presence] in Nasopharynx by Rapid immunoassay,579,0.3295,   1.1,3,8
21492988,Influenza virus A Ag [Presence] in Nasopharynx by Rapid immunoassay,579,0.3295,   1.1,3,9
40762638,Body mass index (BMI) [Percentile] Per age and sex,577,0.3284,   7.9,3,4
3004410,Hemoglobin A1c/Hemoglobin.total in Blood,556,0.3164,  13.2,3,2
46236952,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)",549,0.3125,  17.4,3,1
3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,497,0.2829,  13.1,3,2
3006923,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,497,0.2829,  13.1,3,2
3035995,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,497,0.2829,  13.1,3,2
3020630,Protein [Mass/volume] in Serum or Plasma,497,0.2829,  13.1,3,2
3024561,Albumin [Mass/volume] in Serum or Plasma,497,0.2829,  13.1,3,3
3024128,Bilirubin.total [Mass/volume] in Serum or Plasma,494,0.2812,  13.2,3,2
4024958,Throat culture,415,0.2362,   1.2,3,8
4052083,Measurement of respiratory function,393,0.2237,   1.2,3,8
3023103,Potassium [Moles/volume] in Serum or Plasma,336,0.1912,  11.8,3,3
3014576,Chloride [Moles/volume] in Serum or Plasma,336,0.1912,  11.8,3,3
3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",336,0.1912,  11.8,3,3
3019550,Sodium [Moles/volume] in Serum or Plasma,336,0.1912,  11.8,3,4
3016723,Creatinine [Mass/volume] in Serum or Plasma,336,0.1912,  11.8,4,4
3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,336,0.1912,  11.8,4,4
3004501,Glucose [Mass/volume] in Serum or Plasma,336,0.1912,  11.8,4,4
3006906,Calcium [Mass/volume] in Serum or Plasma,336,0.1912,  11.8,4,4
3001122,Ferritin [Mass/volume] in Serum or Plasma,333,0.1895,   7.1,4,5
36306105,Troponin I.cardiac [Mass/volume] in Serum or Plasma by High sensitivity method,333,0.1895,   7.1,4,5
3019897,Erythrocyte distribution width [Ratio] by Automated count,333,0.1895,  11.9,4,3
4091461,Standard pregnancy test,307,0.1747,   2.4,4,6
40768439,Drugs of abuse 5 panel - Urine by Screen method,291,0.1656,   1.8,4,7
3034426,Prothrombin time (PT),288,0.1639,   7.2,4,4
3004327,Lymphocytes [#/volume] in Blood by Automated count,288,0.1639,  12.7,4,3
3007220,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma,288,0.1639,   7.2,4,4
3008342,Neutrophils/100 leukocytes in Blood by Automated count,288,0.1639,  12.7,4,3
3010457,Eosinophils/100 leukocytes in Blood by Automated count,288,0.1639,  12.7,4,3
3011948,Monocytes/100 leukocytes in Blood by Automated count,288,0.1639,  12.7,4,3
3013429,Basophils [#/volume] in Blood by Automated count,288,0.1639,  12.7,4,3
3013650,Neutrophils [#/volume] in Blood by Automated count,288,0.1639,  12.7,4,3
3013869,Basophils/100 leukocytes in Blood by Automated count,288,0.1639,  12.7,4,3
3020460,C reactive protein [Mass/volume] in Serum or Plasma,288,0.1639,   7.2,4,4
3022217,INR in Platelet poor plasma by Coagulation assay,288,0.1639,   7.2,4,5
3022250,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,288,0.1639,   7.2,5,5
3028615,Eosinophils [#/volume] in Blood by Automated count,288,0.1639,  12.7,5,3
3033575,Monocytes [#/volume] in Blood by Automated count,288,0.1639,  12.7,5,3
3037511,Lymphocytes/100 leukocytes in Blood by Automated count,288,0.1639,  12.7,5,3
3046279,Procalcitonin [Mass/volume] in Serum or Plasma,288,0.1639,   7.2,5,5
3051714,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma,288,0.1639,   7.2,5,5
4015052,"Hemogram, automated, with RBC, WBC, Hgb, Hct, Indices, Platelet count, and manual WBC differential",264,0.1503,   3.6,5,6
4041881,Urine protein test,259,0.1474,   1.9,5,6
4149631,Chlamydia antigen test,259,0.1474,   1.9,5,6
4018603,"Hepatitis C antibody, confirmatory test",259,0.1474,   1.9,5,6
4136494,HIV antigen test,259,0.1474,   1.9,5,6
4102154,"Skin test for tuberculosis, Tine test",259,0.1474,   1.9,5,6
4024509,Urine culture,259,0.1474,   1.9,5,6
4014117,Gonorrhea infection titer test,259,0.1474,   1.9,5,6
4258677,Blood group typing,259,0.1474,   1.9,5,6
4191851,Urine screening test for diabetes,259,0.1474,   1.9,5,7
4168615,Hepatitis B surface antigen measurement,259,0.1474,   1.9,5,7
4151408,Syphilis infectious titer test,259,0.1474,   1.9,5,7
4018595,Measurement of Varicella-zoster virus antibody,259,0.1474,   1.9,5,7
4149386,Urine screening for glucose,255,0.1451,   1.8,5,7
4078285,Alpha-fetoprotein test - antenatal,253,0.1440,   1.8,6,7
