CONCEPT_ID,CONCEPT_NAME,NUM_PERSONS,PERCENT_PERSONS,RECORDS_PER_PERSON,PERCENT_PERSONS_NTILE,RECORDS_PER_PERSON_NTILE
4326177,Medication Reconciliation,1722,0.9801,   5.5,1,2
4249893,Colonoscopy,464,0.2641,   2.0,1,3
4163872,Plain chest X-ray,388,0.2208,   1.5,1,4
4162736,Oxygen administration by mask,332,0.1890,  10.8,1,1
4196006,Placing subject in prone position,332,0.1890,  10.6,1,1
4240345,Physical examination,313,0.1781,   3.9,1,2
4064377,Depression screening,311,0.1770,   2.4,1,3
4060626,Ultrasound scan for fetal viability,307,0.1747,   2.4,1,3
4234541,"Cytopathology procedure, preparation of smear, genital source",275,0.1565,   2.3,1,3
4075363,Auscultation of the fetal heart,269,0.1531,  15.8,1,1
4168236,Evaluation of uterine fundal height,269,0.1531,  15.8,1,1
40481948,Detection of chromosomal aneuploidy in prenatal amniotic fluid specimen using FISH screening technique,260,0.1480,   1.8,1,3
4195645,Rubella screening test,259,0.1474,   1.9,1,3
4163708,"Vaccination for diphtheria, pertussis, and tetanus",255,0.1451,   1.8,2,4
4150653,Fetal anatomy study,253,0.1440,   1.8,2,4
4125906,Suture open wound,252,0.1434,   1.1,2,5
4295880,Intramuscular injection,156,0.0888,  11.0,2,1
4170947,Bone immobilization,153,0.0871,   1.1,2,5
4151422,Sputum examination,149,0.0848,   1.1,2,6
4275113,Insertion of intrauterine contraceptive device,149,0.0848,   1.5,2,4
4187458,Review of systems,147,0.0837,   1.1,2,6
4037675,Brief general examination,146,0.0831,   1.1,2,6
4230911,Echocardiography,133,0.0757,   2.9,2,3
4059978,Insertion of subcutaneous contraceptive,128,0.0728,   1.7,2,4
4166761,Rectal polypectomy,110,0.0626,   1.4,2,4
4018619,Screening for occult blood in feces,109,0.0620,   1.1,2,6
37018340,Induced termination of pregnancy,109,0.0620,   1.4,3,4
4015590,Counseling for termination of pregnancy,109,0.0620,   1.4,3,4
4195803,Bone density scan,109,0.0620,   1.6,3,4
4238715,Removal of intrauterine device,101,0.0575,   1.2,3,5
4311671,Episiotomy,90,0.0512,   1.2,3,5
4191853,Allergy screening test,89,0.0506,   1.4,3,4
4199276,Removal of subcutaneous contraceptive,87,0.0495,   1.7,3,4
4078199,Epidural anesthesia,74,0.0421,   1.2,3,5
4150970,Medical induction of labor,70,0.0398,   1.2,3,5
4047491,Radiography of humerus,60,0.0342,   1.1,3,6
4107731,Subcutaneous immunotherapy,58,0.0330,  44.6,3,1
4078793,Direct current cardioversion,57,0.0324,  15.6,3,1
4043071,Cognitive and behavioral therapy,57,0.0324,  10.6,3,2
4057420,Catheter ablation of tissue of heart,55,0.0313,   4.5,4,2
4202451,Percutaneous mechanical thrombectomy of portal vein using fluoroscopic guidance,53,0.0302,   1.2,4,5
4163951,Electrocardiographic procedure,53,0.0302,   3.2,4,3
4186930,Replacement of intrauterine contraceptive device,52,0.0296,   1.4,4,5
4127260,Augmentation of labor,51,0.0290,   1.1,4,6
4058899,Plain X-ray of clavicle,51,0.0290,   1.1,4,6
4015701,Cesarean section,49,0.0279,   1.1,4,6
35621760,Assessment using New York Heart Association Classification,48,0.0273,   1.1,4,6
4309550,Heart failure education,45,0.0256,   2.3,4,3
4097246,"Controlled ventilation procedure and therapy, initiation and management",44,0.0250,   7.6,4,2
4013354,Insertion of endotracheal tube,44,0.0250,   1.1,4,6
4243062,Radiography of wrist,44,0.0250,   1.1,4,6
4293740,Injection of tetanus antitoxin,44,0.0250,   1.0,5,7
4117038,Bilateral tubal ligation,41,0.0233,   1.0,5,7
4024289,Radiography of ankle,41,0.0233,   1.1,5,6
4128031,Instrumental delivery,39,0.0222,   1.0,5,7
4199458,Passive immunization,38,0.0216,   3.5,5,2
4252419,Radiologic examination of knee,31,0.0176,   1.1,5,7
45766298,Combined chemotherapy and radiation therapy,29,0.0165,  30.3,5,1
4324693,Mammography,29,0.0165,   8.7,5,2
4276519,Extraction of wisdom tooth,28,0.0159,   4.8,5,2
4181917,Electroencephalogram,28,0.0159,   1.8,5,4
44783196,Surgical manipulation of joint of knee,26,0.0148,   1.1,5,7
4035793,Pulmonary rehabilitation,25,0.0142,   8.8,5,2
4197460,Injection of epinephrine,25,0.0142,   1.1,6,7
4216130,Percutaneous coronary intervention,24,0.0137,   1.2,6,5
4336464,Coronary artery bypass graft,24,0.0137,   1.2,6,5
4062501,Asthma screening,23,0.0131,   1.0,6,8
4254766,Digital examination of rectum,22,0.0125,   5.5,6,2
4145310,Pelvis X-ray,20,0.0114,   1.1,6,7
4278515,Biopsy of prostate,20,0.0114,   1.3,6,5
4120120,Hemodialysis,18,0.0102,   7.6,6,2
4146053,Manual pelvic examination,17,0.0097,   8.9,6,2
4327582,Resuscitation using intravenous fluid,17,0.0097,   2.6,6,3
4181781,Partial resection of colon,16,0.0091,   1.1,6,7
4198190,Appendectomy,15,0.0085,   1.1,6,7
44784284,Magnetic resonance imaging for measurement of brain volume,15,0.0085,   1.1,7,7
4302356,CT of chest and abdomen,15,0.0085,   1.1,7,7
4235738,Prostatectomy,14,0.0080,   1.0,7,8
36713048,High resolution computed tomography of chest without contrast,12,0.0068,  52.4,7,1
4047494,Biopsy of breast,12,0.0068,   1.0,7,8
4294513,Biopsy of colon,12,0.0068,   1.1,7,7
4296597,Cardiovascular stress testing,12,0.0068,   1.0,7,8
4134565,Hearing examination,12,0.0068,  52.4,7,1
40492359,Insertion of biventricular implantable cardioverter defibrillator,11,0.0063,   1.0,7,8
4010253,Nasal sinus endoscopy,11,0.0063,   1.0,7,8
42535066,Ultrasonography of bilateral breasts,11,0.0063,   1.0,7,8
4108705,Intravenous blood transfusion of packed cells,10,0.0057,   1.0,7,8
40493226,Excision of fallopian tube and surgical removal of ectopic pregnancy,9,0.0051,   1.0,8,8
4273629,Chemotherapy,8,0.0046,   8.0,8,2
4330583,Vasectomy,8,0.0046,   1.0,8,8
4068785,Diagnostic fiberoptic bronchoscopy,6,0.0034,   1.0,8,8
4286804,Excision of breast tissue,6,0.0034,   1.0,8,8
4077697,Screening mammography,6,0.0034,   1.0,8,9
4081880,Mammogram - symptomatic,6,0.0034,   1.0,8,9
4150627,Removal of endotracheal tube,6,0.0034,   1.0,8,9
4127235,Methotrexate injection into tubal pregnancy,6,0.0034,   1.0,8,9
4323902,Lung volume reduction surgery,6,0.0034,   1.0,8,9
4141448,Teleradiotherapy procedure,6,0.0034,  28.5,8,1
4120961,Excision of axillary lymph node,5,0.0029,   1.0,8,9
4213045,Lumpectomy of breast,5,0.0029,   1.0,9,9
42535580,"Ultrasonography of abdomen, right upper quadrant and epigastrium",4,0.0023,   1.0,9,9
4202832,Intubation,4,0.0023,   1.0,9,9
4028665,Transfusion of plasma,4,0.0023,   1.0,9,9
4331248,Fine needle aspiration biopsy of lung,3,0.0017,   1.3,9,5
4163971,Laparoscopic cholecystectomy,3,0.0017,   1.0,9,9
4240305,Thoracentesis,3,0.0017,   1.0,9,9
4263386,Sentinel lymph node biopsy,3,0.0017,   1.0,9,10
4055982,Sputum microscopy,3,0.0017,   1.0,9,10
40481912,Excision of sentinel lymph node,3,0.0017,   1.0,9,10
4301346,Surgical manipulation of shoulder joint,2,0.0011,   1.0,9,10
4146536,Renal dialysis,2,0.0011,1056.0,9,1
4337138,Transplant of lung,2,0.0011,   1.0,10,10
4242997,Cholecystectomy,1,0.0006,   1.0,10,10
40486537,Brachytherapy of breast,1,0.0006,   1.0,10,10
4338594,Implantation of left ventricular assist device,1,0.0006,   1.0,10,10
4073422,Spontaneous breech delivery,1,0.0006,   1.0,10,10
4230167,Artificial respiration,1,0.0006,   2.0,10,3
4229563,Injection of botulinum toxin,1,0.0006,   3.0,10,3
4082984,MRI of breast,1,0.0006,   1.0,10,10
4114631,Ligation of salivary duct,1,0.0006,   1.0,10,10
4072633,Weaning from mechanically assisted ventilation,1,0.0006,   2.0,10,3
4293738,Intracavitary brachytherapy,1,0.0006,   1.0,10,10
4014024,Heparin therapy,1,0.0006,  13.0,10,1
