CONCEPT_ID,CONCEPT_NAME,NUM_PERSONS,PERCENT_PERSONS,RECORDS_PER_PERSON,P25_VALUE,MEDIAN_VALUE,P75_VALUE,PERCENT_PERSONS_NTILE,RECORDS_PER_PERSON_NTILE
1125315,acetaminophen,1205,0.6858, 1.8,9,15,34,1,1
1713332,amoxicillin,469,0.2669, 1.3,14,15,22,1,2
1177480,ibuprofen,441,0.2510, 1.2,15,27,66,1,2
1759842,clavulanate,358,0.2038, 1.2,12,18,23,1,2
1115008,naproxen,358,0.2038, 1.1,0,20,38,1,3
1549786,ethinyl estradiol,332,0.1890, 1.8,360,360,360,1,1
1332418,amlodipine,323,0.1838, 1.0,3339,8828,15211,1,5
1308216,lisinopril,317,0.1804, 1.0,3339,10388,16294,1,5
19127890,inert ingredients,306,0.1742, 1.7,360,360,360,1,1
1301025,enoxaparin,287,0.1634, 1.1,0,5,8,1,3
974166,hydrochlorothiazide,276,0.1571, 1.0,4081,11137,16695,1,5
1589505,levonorgestrel,262,0.1491, 1.5,360,360,367,1,1
1539403,simvastatin,247,0.1406, 1.0,1460,3689,7049,1,6
1521369,norethindrone,223,0.1269, 1.5,360,360,360,1,1
1174888,hydrocodone,213,0.1212, 2.1,7,28,77,2,1
1729720,penicillin V,208,0.1184, 1.2,9,10,12,2,2
1154343,albuterol,205,0.1167, 1.1,0,0,5944,2,3
1119510,dextromethorphan,196,0.1115, 1.1,10,13,17,2,4
738818,doxylamine,196,0.1115, 1.1,10,13,17,2,4
1519936,etonogestrel,172,0.0979, 1.4,360,361,364,2,2
1343916,epinephrine,161,0.0916, 1.0,0,0,0,2,6
1124957,oxycodone,154,0.0877, 1.9,21,55,1524,2,1
1149380,fluticasone,139,0.0791, 1.0,2226,6323,12132,2,6
1515774,norgestimate,136,0.0774, 1.2,360,360,360,2,2
1500211,medroxyprogesterone,135,0.0768, 1.3,361,363,365,2,2
1512674,drospirenone,120,0.0683, 1.2,360,360,360,2,3
1548195,estradiol,114,0.0649, 1.2,360,360,360,2,3
19054876,dienogest,114,0.0649, 1.2,360,360,360,2,3
1322184,clopidogrel,113,0.0643, 1.2,0,938,3710,3,3
1361711,nitroglycerin,91,0.0518, 1.1,938,2968,6307,3,4
1746114,piperacillin,79,0.0450, 1.1,0,0,0,3,4
1741122,tazobactam,79,0.0450, 1.1,0,0,0,3,4
1707687,vancomycin,75,0.0427, 1.1,0,0,0,3,4
1396131,ferrous sulfate,73,0.0415, 1.1,0,0,0,3,4
1308738,vitamin B12,73,0.0415, 1.0,0,0,0,3,6
933724,phenazopyridine,69,0.0393, 1.3,7,7,14,3,2
920293,nitrofurantoin,69,0.0393, 1.3,7,7,14,3,2
1557272,alendronate,66,0.0376, 1.1,0,0,0,3,4
1107830,loratadine,64,0.0364, 1.0,0,0,0,3,6
1310149,warfarin,58,0.0330, 1.1,1113,2597,7049,3,4
1137529,salmeterol,58,0.0330, 1.0,1855,4830,8911,3,6
1307863,verapamil,58,0.0330, 1.1,1113,2597,7049,3,4
1326303,digoxin,58,0.0330, 1.1,1113,2597,7049,4,4
1102527,meperidine,53,0.0302, 1.2,29,40,54,4,3
1503297,metformin,51,0.0290, 1.0,2226,7049,11627,4,6
1347450,alteplase,51,0.0290, 1.2,0,0,0,4,3
975125,hydrocortisone,50,0.0285, 1.1,0,0,0,4,4
956874,furosemide,49,0.0279, 1.2,82,566,1178,4,3
1154029,fentanyl,48,0.0273, 1.0,2124,2210,2347,4,6
1778162,cefuroxime,46,0.0262, 1.1,14,14,14,4,4
1596977,"insulin, regular, human",45,0.0256, 1.0,4137,5719,11375,4,6
46221581,insulin isophane,45,0.0256, 1.0,4137,5719,11375,4,6
1153428,fexofenadine,44,0.0250, 1.0,0,0,0,4,6
1129625,diphenhydramine,42,0.0239, 1.0,0,0,0,4,6
1518198,norelgestromin,41,0.0233, 1.1,360,360,360,4,4
1321341,norepinephrine,41,0.0233, 1.1,0,0,0,4,5
1103314,tramadol,30,0.0171, 1.1,2234,2245,2371,5,5
1192710,chlorpheniramine,30,0.0171, 1.0,0,0,0,5,6
1507835,vasopressin (USP),27,0.0154, 1.1,0,0,0,5,5
1201620,codeine,26,0.0148, 1.0,2042,2238,2444,5,6
757627,galantamine,26,0.0148, 1.1,0,346,698,5,5
1315942,docetaxel,25,0.0142, 1.0,0,0,0,5,7
1351541,leuprolide,25,0.0142, 1.0,0,0,0,5,7
1551099,prednisone,25,0.0142, 1.1,0,0,0,5,5
1318011,oxaliplatin,21,0.0120, 1.0,0,0,0,5,7
1388796,leucovorin,21,0.0120, 1.0,0,0,0,5,7
798874,clonazepam,21,0.0120, 1.8,0,122,186,5,1
701322,memantine,20,0.0114, 1.0,0,0,0,5,7
723013,diazepam,20,0.0114, 1.2,0,0,174,5,3
1149196,cetirizine,20,0.0114, 1.1,0,0,0,5,5
1346823,carvedilol,20,0.0114, 1.0,426,886,1285,6,7
718583,nicotine,19,0.0108, 1.1,0,0,0,6,5
715997,donepezil,19,0.0108, 1.0,0,0,337,6,7
740275,carbamazepine,18,0.0102, 1.5,0,0,117,6,1
1378382,paclitaxel,17,0.0097,26.4,0,0,29,6,1
1367500,losartan,17,0.0097, 1.1,426,500,1710,6,5
1112807,aspirin,16,0.0091, 1.0,14,22,32,6,7
1397599,cisplatin,15,0.0085,29.8,0,0,29,6,1
1150770,astemizole,15,0.0085, 1.1,0,0,0,6,5
1545958,atorvastatin,13,0.0074, 1.2,0,0,0,6,3
1503184,mestranol,12,0.0068, 2.0,360,360,360,6,1
914335,atropine,11,0.0063, 1.0,0,0,0,6,7
1309944,amiodarone,11,0.0063, 1.0,0,0,0,6,7
1133201,buprenorphine,11,0.0063, 1.1,1968,2147,2238,6,5
1114220,naloxone,11,0.0063, 1.1,1968,2147,2238,7,5
1501700,levothyroxine,11,0.0063, 1.0,0,0,0,7,7
739138,sertraline,10,0.0057, 1.0,0,0,0,7,7
1150836,terfenadine,10,0.0057, 1.2,0,0,0,7,3
1167322,allopurinol,8,0.0046, 1.6,22,23,25,7,1
755695,fluoxetine,8,0.0046, 1.0,0,13,110,7,7
1436678,tamoxifen,8,0.0046, 1.0,0,0,0,7,7
1595799,ferrous fumarate,7,0.0040, 1.3,360,360,360,7,2
46275719,sacubitril,6,0.0034, 1.0,924,1020,2213,7,8
1308842,valsartan,6,0.0034, 1.0,924,1020,2213,7,8
742185,atomoxetine,6,0.0034, 1.0,0,0,367,7,8
792649,abemaciclib,5,0.0029, 1.0,0,0,0,7,8
1367571,heparin,5,0.0029, 1.0,0,0,0,7,8
19010482,cyclosporine,5,0.0029, 1.4,17,18,22,7,2
1101554,colchicine,5,0.0029, 1.0,20,22,23,8,8
836654,tacrine,5,0.0029, 1.0,343,352,354,8,8
1000560,ondansetron,4,0.0023, 1.0,0,0,0,8,8
1114375,anakinra,4,0.0023, 1.0,0,0,0,8,8
1110410,morphine,4,0.0023, 1.0,0,0,0,8,8
967823,sodium chloride,4,0.0023, 1.0,1,3,4,8,8
753626,propofol,4,0.0023, 1.0,0,0,0,8,8
708298,midazolam,4,0.0023, 1.0,0,0,0,8,8
705944,methylphenidate,4,0.0023, 1.0,0,71,2009,8,8
1777087,hydroxychloroquine,4,0.0023, 1.2,0,0,0,8,3
19003953,rocuronium,4,0.0023, 1.0,0,0,0,8,9
40226742,olmesartan,4,0.0023, 1.0,0,0,0,8,9
37499271,remdesivir,3,0.0017, 1.0,0,0,0,8,9
1717327,ampicillin,3,0.0017, 1.0,14,14,14,8,9
1738521,doxycycline,3,0.0017, 1.3,14,14,14,9,2
782043,isoflurane,2,0.0011, 1.0,0,0,0,9,9
1305058,methotrexate,2,0.0011, 1.0,0,0,1246,9,9
45775571,glycopyrronium,2,0.0011, 1.0,0,0,0,9,9
1510627,baricitinib,2,0.0011, 1.0,0,0,0,9,9
