CONCEPT_ID,CONCEPT_NAME,NUM_PERSONS,PERCENT_PERSONS,RECORDS_PER_PERSON,PERCENT_PERSONS_NTILE,RECORDS_PER_PERSON_NTILE
37311061,Disease caused by 2019-nCoV,86,0.7049,1.0,1,1
437663,Fever,83,0.6803,1.0,1,2
40481087,Viral sinusitis,70,0.5738,1.5,1,1
254761,Cough,61,0.5000,1.0,1,2
4112343,Acute viral pharyngitis,56,0.4590,1.4,1,1
260139,Acute bronchitis,53,0.4344,1.3,1,1
4289517,Loss of taste,45,0.3688,1.0,1,2
4311629,Impaired glucose tolerance,38,0.3115,1.0,1,2
4223659,Fatigue,37,0.3033,1.0,1,2
439777,Anemia,36,0.2951,1.0,1,2
257012,Chronic sinusitis,28,0.2295,1.0,1,2
4089228,Sputum finding,27,0.2213,1.0,1,2
312437,Dyspnea,25,0.2049,1.0,1,2
314754,Wheezing,25,0.2049,1.0,1,2
320128,Essential hypertension,23,0.1885,1.0,2,2
4158346,Respiratory distress,21,0.1721,1.0,2,2
4217975,Normal pregnancy,21,0.1721,2.5,2,1
437390,Hypoxemia,21,0.1721,1.0,2,2
255848,Pneumonia,21,0.1721,1.0,2,3
4132891,Chronic low back pain,20,0.1639,1.0,2,3
372328,Otitis media,17,0.1393,1.4,2,1
378253,Headache,16,0.1311,1.0,2,3
4078393,Miscarriage in first trimester,15,0.1230,1.0,2,3
28060,Streptococcal sore throat,15,0.1230,1.1,2,1
432867,Hyperlipidemia,14,0.1148,1.0,2,3
434490,Chill,13,0.1066,1.0,2,3
43530622,Chronic neck pain,10,0.0820,1.0,2,3
319049,Acute respiratory failure,9,0.0738,1.0,3,3
442752,Muscle pain,9,0.0738,1.0,3,3
36674642,Sepsis caused by virus,9,0.0738,1.0,3,3
77074,Joint pain,9,0.0738,1.0,3,3
4285898,Polyp of colon,8,0.0656,1.1,3,1
45768439,Acute pulmonary embolism,8,0.0656,1.0,3,3
81151,Sprain of ankle,8,0.0656,1.1,3,1
