CONCEPT_ID,CONCEPT_NAME,NUM_PERSONS,PERCENT_PERSONS,RECORDS_PER_PERSON,PERCENT_PERSONS_NTILE,RECORDS_PER_PERSON_NTILE
3012030,MCH [Entitic mass] by Automated count,122,1.0000, 4.4,1,5
43055141,Pain severity - 0-10 verbal numeric rating [Score] - Reported,122,1.0000,11.9,1,2
3000905,Leukocytes [#/volume] in Blood by Automated count,122,1.0000, 4.4,1,6
3000963,Hemoglobin [Mass/volume] in Blood,122,1.0000, 4.4,1,6
3002736,Platelet distribution width [Entitic volume] in Blood by Automated count,122,1.0000, 2.1,1,6
3004249,Systolic blood pressure,122,1.0000,14.1,1,1
3043111,Platelet mean volume [Entitic volume] in Blood by Automated count,122,1.0000, 2.1,1,6
3036277,Body height,122,1.0000,11.2,1,3
3027018,Heart rate,122,1.0000,14.1,1,1
3025315,Body weight,122,1.0000,14.2,1,1
3024929,Platelets [#/volume] in Blood by Automated count,122,1.0000, 4.4,1,6
3009744,MCHC [Mass/volume] by Automated count,122,1.0000, 4.4,1,6
3024171,Respiratory rate,122,1.0000,14.1,1,1
3023599,MCV [Entitic volume] by Automated count,122,1.0000, 4.4,1,6
3023314,Hematocrit [Volume Fraction] of Blood by Automated count,122,1.0000, 4.3,1,6
3012888,Diastolic blood pressure,122,1.0000,14.1,1,1
3020416,Erythrocytes [#/volume] in Blood by Automated count,122,1.0000, 4.4,1,6
3015182,Erythrocyte distribution width [Entitic volume] by Automated count,122,1.0000, 2.1,1,6
3038553,Body mass index (BMI) [Ratio],119,0.9754,10.3,1,3
3020891,Body temperature,102,0.8361, 4.7,2,5
3016502,Oxygen saturation in Arterial blood,91,0.7459, 5.2,2,5
706158,SARS-CoV-2 (COVID-19) RNA panel - Respiratory specimen by NAA with probe detection,88,0.7213, 1.4,2,8
3009966,Cholesterol in LDL [Mass/volume] in Serum or Plasma by Direct assay,76,0.6230, 7.6,2,3
3007070,Cholesterol in HDL [Mass/volume] in Serum or Plasma,76,0.6230, 7.6,2,3
3027114,Cholesterol [Mass/volume] in Serum or Plasma,76,0.6230, 7.6,2,4
3022192,Triglyceride [Mass/volume] in Serum or Plasma,76,0.6230, 7.6,2,4
37021465,Parainfluenza virus 3 RNA [Presence] in Respiratory specimen by NAA with probe detection,49,0.4016, 1.0,2,8
37020808,Human metapneumovirus RNA [Presence] in Respiratory specimen by NAA with probe detection,49,0.4016, 1.0,2,8
37019613,Parainfluenza virus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,49,0.4016, 1.0,2,8
37020003,Rhinovirus RNA [Presence] in Respiratory specimen by NAA with probe detection,49,0.4016, 1.0,2,9
37020635,Influenza virus A RNA [Presence] in Respiratory specimen by NAA with probe detection,49,0.4016, 1.0,2,9
1002061,Adenovirus A+B+C+D+E DNA [Presence] in Respiratory specimen by NAA with probe detection,49,0.4016, 1.0,2,9
37021152,Respiratory syncytial virus RNA [Presence] in Respiratory specimen by NAA with probe detection,49,0.4016, 1.0,2,9
37019589,Parainfluenza virus 1 RNA [Presence] in Respiratory specimen by NAA with probe detection,49,0.4016, 1.0,2,9
37021252,Influenza virus B RNA [Presence] in Respiratory specimen by NAA with probe detection,49,0.4016, 1.0,2,9
3005456,Potassium [Moles/volume] in Blood,43,0.3525,15.7,2,1
3004295,Urea nitrogen [Mass/volume] in Blood,43,0.3525,15.7,2,1
3051825,Creatinine [Mass/volume] in Blood,43,0.3525,15.7,2,1
3032503,Calcium [Mass/volume] in Blood,43,0.3525,15.7,3,1
3014094,"Carbon dioxide, total [Moles/volume] in Blood",43,0.3525,15.7,3,1
3018572,Chloride [Moles/volume] in Blood,43,0.3525,15.7,3,1
3000285,Sodium [Moles/volume] in Blood,43,0.3525,15.7,3,1
3000483,Glucose [Mass/volume] in Blood,43,0.3525,15.7,3,1
40762638,Body mass index (BMI) [Percentile] Per age and sex,41,0.3361, 7.6,3,4
3004410,Hemoglobin A1c/Hemoglobin.total in Blood,39,0.3197,14.0,3,1
21492989,Influenza virus B Ag [Presence] in Nasopharynx by Rapid immunoassay,39,0.3197, 1.0,3,9
21492988,Influenza virus A Ag [Presence] in Nasopharynx by Rapid immunoassay,39,0.3197, 1.0,3,9
46236952,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)",38,0.3115,17.4,3,1
3006923,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,37,0.3033,11.4,3,3
3024561,Albumin [Mass/volume] in Serum or Plasma,37,0.3033,11.4,3,3
3024128,Bilirubin.total [Mass/volume] in Serum or Plasma,37,0.3033,11.4,3,3
3020630,Protein [Mass/volume] in Serum or Plasma,37,0.3033,11.4,3,3
3035995,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,37,0.3033,11.4,3,3
3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,37,0.3033,11.4,3,3
4024958,Throat culture,33,0.2705, 1.3,3,8
36306105,Troponin I.cardiac [Mass/volume] in Serum or Plasma by High sensitivity method,24,0.1967, 6.9,3,4
3006906,Calcium [Mass/volume] in Serum or Plasma,24,0.1967,11.6,3,2
3023103,Potassium [Moles/volume] in Serum or Plasma,24,0.1967,11.6,4,2
3016723,Creatinine [Mass/volume] in Serum or Plasma,24,0.1967,11.6,4,2
3001122,Ferritin [Mass/volume] in Serum or Plasma,24,0.1967, 6.9,4,4
3019550,Sodium [Moles/volume] in Serum or Plasma,24,0.1967,11.6,4,2
3014576,Chloride [Moles/volume] in Serum or Plasma,24,0.1967,11.6,4,2
3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",24,0.1967,11.6,4,3
3004501,Glucose [Mass/volume] in Serum or Plasma,24,0.1967,11.6,4,3
3019897,Erythrocyte distribution width [Ratio] by Automated count,24,0.1967,11.6,4,3
3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,24,0.1967,11.6,4,3
4052083,Measurement of respiratory function,22,0.1803, 1.2,4,8
3034426,Prothrombin time (PT),21,0.1721, 7.0,4,4
3033575,Monocytes [#/volume] in Blood by Automated count,21,0.1721,12.3,4,1
3004327,Lymphocytes [#/volume] in Blood by Automated count,21,0.1721,12.3,4,1
3022217,INR in Platelet poor plasma by Coagulation assay,21,0.1721, 7.0,4,4
3022250,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,21,0.1721, 7.0,4,4
3011948,Monocytes/100 leukocytes in Blood by Automated count,21,0.1721,12.3,4,2
3028615,Eosinophils [#/volume] in Blood by Automated count,21,0.1721,12.3,4,2
3013650,Neutrophils [#/volume] in Blood by Automated count,21,0.1721,12.3,4,2
3010457,Eosinophils/100 leukocytes in Blood by Automated count,21,0.1721,12.3,4,2
3013869,Basophils/100 leukocytes in Blood by Automated count,21,0.1721,12.3,5,2
3008342,Neutrophils/100 leukocytes in Blood by Automated count,21,0.1721,12.3,5,2
3020460,C reactive protein [Mass/volume] in Serum or Plasma,21,0.1721, 7.0,5,4
3051714,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma,21,0.1721, 7.0,5,4
3046279,Procalcitonin [Mass/volume] in Serum or Plasma,21,0.1721, 7.0,5,4
4091461,Standard pregnancy test,21,0.1721, 2.3,5,6
3007220,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma,21,0.1721, 7.0,5,4
3037511,Lymphocytes/100 leukocytes in Blood by Automated count,21,0.1721,12.3,5,2
3013429,Basophils [#/volume] in Blood by Automated count,21,0.1721,12.3,5,2
40768439,Drugs of abuse 5 panel - Urine by Screen method,20,0.1639, 1.9,5,6
3000053,Head Occipital-frontal circumference,19,0.1557, 9.8,5,3
46236327,Weight-for-length Per age and sex,19,0.1557, 9.8,5,3
4015052,"Hemogram, automated, with RBC, WBC, Hgb, Hct, Indices, Platelet count, and manual WBC differential",17,0.1393, 3.4,5,6
4018603,"Hepatitis C antibody, confirmatory test",17,0.1393, 1.7,5,7
4024509,Urine culture,17,0.1393, 1.7,5,7
4168615,Hepatitis B surface antigen measurement,17,0.1393, 1.7,5,7
4041881,Urine protein test,17,0.1393, 1.7,5,7
4151408,Syphilis infectious titer test,17,0.1393, 1.7,5,7
4078285,Alpha-fetoprotein test - antenatal,17,0.1393, 1.7,6,7
4102154,"Skin test for tuberculosis, Tine test",17,0.1393, 1.7,6,7
4149631,Chlamydia antigen test,17,0.1393, 1.7,6,7
4136494,HIV antigen test,17,0.1393, 1.7,6,7
3027970,Globulin [Mass/volume] in Serum by calculation,17,0.1393, 8.5,6,3
4258677,Blood group typing,17,0.1393, 1.7,6,7
4191851,Urine screening test for diabetes,17,0.1393, 1.7,6,7
4014117,Gonorrhea infection titer test,17,0.1393, 1.7,6,7
4018595,Measurement of Varicella-zoster virus antibody,17,0.1393, 1.7,6,7
4149386,Urine screening for glucose,16,0.1311, 1.8,6,6
4304821,Streptococcus pneumoniae group B antigen assay,16,0.1311, 1.6,6,7
3027801,Oxygen [Partial pressure] in Arterial blood,9,0.0738,12.3,6,2
4033233,Peripheral blood smear interpretation,9,0.0738, 1.0,6,9
3009542,Hematocrit [Volume Fraction] of Blood,9,0.0738, 1.1,6,8
3027946,Carbon dioxide [Partial pressure] in Arterial blood,9,0.0738,12.3,6,2
3024882,Oxygen/Inspired gas setting [Volume Fraction] Ventilator,9,0.0738,12.3,6,2
3019977,pH of Arterial blood,9,0.0738,12.3,6,2
3008152,Bicarbonate [Moles/volume] in Arterial blood,9,0.0738,12.3,6,2
40761014,Hemoglobin.gastrointestinal.lower [Presence] in Stool by Immunoassay --1st specimen,8,0.0656, 1.0,7,9
3030315,Polyp size greatest dimension,8,0.0656, 1.0,7,9
3005136,Cladosporium herbarum IgE Ab [Units/volume] in Serum,6,0.0492, 1.5,7,7
3006451,Walnut IgE Ab [Units/volume] in Serum,6,0.0492, 1.5,7,7
3021226,Shrimp IgE Ab [Units/volume] in Serum,6,0.0492, 1.5,7,7
3015076,Soybean IgE Ab [Units/volume] in Serum,6,0.0492, 1.5,7,7
3000876,Codfish IgE Ab [Units/volume] in Serum,6,0.0492, 1.5,7,8
3027231,Wheat IgE Ab [Units/volume] in Serum,6,0.0492, 1.5,7,8
3001247,Common Ragweed IgE Ab [Units/volume] in Serum,6,0.0492, 1.5,7,8
3001488,Cow milk IgE Ab [Units/volume] in Serum,6,0.0492, 1.5,7,8
3006734,White Oak IgE Ab [Units/volume] in Serum,6,0.0492, 1.5,7,8
3014902,Physical findings of Prostate,6,0.0492, 6.3,7,5
3020655,Honey bee IgE Ab [Units/volume] in Serum,6,0.0492, 1.5,7,8
3023430,Cat dander IgE Ab [Units/volume] in Serum,6,0.0492, 1.5,7,8
3012494,Peanut IgE Ab [Units/volume] in Serum,6,0.0492, 1.5,7,8
3013603,Prostate specific Ag [Mass/volume] in Serum or Plasma,6,0.0492, 6.3,7,5
3014599,Egg white IgE Ab [Units/volume] in Serum,6,0.0492, 1.5,7,8
3036780,American house dust mite IgE Ab [Units/volume] in Serum,6,0.0492, 1.5,7,8
3019406,Latex IgE Ab [Units/volume] in Serum,6,0.0492, 1.5,8,8
3049273,DXA Radius and Ulna [T-score] Bone density,5,0.0410, 1.0,8,9
3018834,Bilirubin.total [Presence] in Urine by Test strip,5,0.0410, 6.4,8,4
3014051,Protein [Presence] in Urine by Test strip,5,0.0410, 6.4,8,4
3021601,Nitrite [Presence] in Urine by Test strip,5,0.0410, 6.4,8,5
3022621,pH of Urine by Test strip,5,0.0410, 6.4,8,5
3023539,Ketones [Mass/volume] in Urine by Test strip,5,0.0410, 6.4,8,5
3011397,Hemoglobin [Presence] in Urine by Test strip,5,0.0410, 6.4,8,5
3024629,Glucose [Mass/volume] in Urine by Test strip,5,0.0410, 6.4,8,5
3009261,Glucose [Presence] in Urine by Test strip,5,0.0410, 6.4,8,5
3027162,Color of Urine,5,0.0410, 6.4,8,5
3008204,Clarity of Urine,5,0.0410, 6.4,8,5
3035350,Ketones [Presence] in Urine by Test strip,5,0.0410, 6.4,8,5
3007876,Appearance of Urine,5,0.0410,12.8,8,1
3006513,Bilirubin.total [Mass/volume] in Urine by Test strip,5,0.0410, 6.4,8,5
3005897,Protein [Mass/volume] in Urine by Test strip,5,0.0410, 6.4,8,5
3001802,Microalbumin/Creatinine [Mass Ratio] in Urine,5,0.0410,47.6,8,1
3000348,Leukocyte esterase [Presence] in Urine by Test strip,5,0.0410, 6.4,8,5
3000330,Specific gravity of Urine by Test strip,5,0.0410, 6.4,9,5
3051673,US Guidance for biopsy of Prostate,4,0.0328, 1.8,9,6
36304747,Gram positive blood culture panel by Probe in Positive blood culture,3,0.0246, 1.0,9,9
3043469,Capillary refill [Time] of Nail bed,3,0.0246, 1.0,9,9
3029187,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,3,0.0246, 6.7,9,4
3002400,Iron [Mass/volume] in Serum or Plasma,3,0.0246, 6.7,9,4
3000185,Iron saturation [Mass Fraction] in Serum or Plasma,3,0.0246, 6.7,9,4
3021044,Iron binding capacity [Mass/volume] in Serum or Plasma,3,0.0246, 6.7,9,4
