CONCEPT_ID,CONCEPT_NAME,NUM_PERSONS,PERCENT_PERSONS,RECORDS_PER_PERSON,PERCENT_PERSONS_NTILE,RECORDS_PER_PERSON_NTILE
4326177,Medication Reconciliation,121,0.9918, 5.3,1,3
4249893,Colonoscopy,32,0.2623, 1.9,1,4
4163872,Plain chest X-ray,29,0.2377, 1.4,1,5
4196006,Placing subject in prone position,24,0.1967,10.2,1,2
4162736,Oxygen administration by mask,24,0.1967,10.5,1,2
4125906,Suture open wound,22,0.1803, 1.0,1,6
4060626,Ultrasound scan for fetal viability,21,0.1721, 2.3,1,3
4240345,Physical examination,21,0.1721, 3.6,1,3
4064377,Depression screening,20,0.1639, 2.4,1,3
4234541,"Cytopathology procedure, preparation of smear, genital source",20,0.1639, 3.0,1,3
4168236,Evaluation of uterine fundal height,18,0.1475,13.9,2,1
4075363,Auscultation of the fetal heart,18,0.1475,13.9,2,1
4195645,Rubella screening test,17,0.1393, 1.7,2,4
4150653,Fetal anatomy study,17,0.1393, 1.7,2,4
40481948,Detection of chromosomal aneuploidy in prenatal amniotic fluid specimen using FISH screening technique,17,0.1393, 1.7,2,4
4163708,"Vaccination for diphtheria, pertussis, and tetanus",16,0.1311, 1.8,2,4
4151422,Sputum examination,16,0.1311, 1.1,2,5
4295880,Intramuscular injection,12,0.0984, 9.2,2,2
4170947,Bone immobilization,12,0.0984, 1.0,2,6
4059978,Insertion of subcutaneous contraceptive,11,0.0902, 1.7,2,4
4230911,Echocardiography,10,0.0820, 2.0,3,3
4187458,Review of systems,9,0.0738, 1.0,3,6
4037675,Brief general examination,9,0.0738, 1.0,3,6
4199276,Removal of subcutaneous contraceptive,9,0.0738, 1.4,3,5
4275113,Insertion of intrauterine contraceptive device,9,0.0738, 1.6,3,5
4078199,Epidural anesthesia,8,0.0656, 1.1,3,6
4018619,Screening for occult blood in feces,8,0.0656, 1.0,3,6
4166761,Rectal polypectomy,8,0.0656, 1.2,3,5
37018340,Induced termination of pregnancy,7,0.0574, 1.4,3,5
4238715,Removal of intrauterine device,7,0.0574, 1.0,3,6
4015590,Counseling for termination of pregnancy,7,0.0574, 1.4,4,5
4311671,Episiotomy,7,0.0574, 1.1,4,6
4191853,Allergy screening test,6,0.0492, 1.5,4,5
4078793,Direct current cardioversion,6,0.0492,39.2,4,1
4254766,Digital examination of rectum,6,0.0492, 6.3,4,2
4047491,Radiography of humerus,5,0.0410, 1.0,4,6
