CONCEPT_ID,CONCEPT_NAME,NUM_PERSONS,PERCENT_PERSONS,RECORDS_PER_PERSON,PERCENT_PERSONS_NTILE,RECORDS_PER_PERSON_NTILE
1127433,acetaminophen 325 MG Oral Tablet,54,0.4426,  1.2,1,4
19078461,ibuprofen 200 MG Oral Tablet,24,0.1967,  1.0,1,5
1115171,naproxen sodium 220 MG Oral Tablet,23,0.1885,  1.1,1,5
19020053,acetaminophen 500 MG Oral Tablet,21,0.1721,  1.0,1,5
40160973,0.4 ML enoxaparin sodium 100 MG/ML Prefilled Syringe,20,0.1639,  1.0,1,5
1713671,amoxicillin 250 MG / clavulanate 125 MG Oral Tablet,19,0.1557,  1.0,1,5
40229134,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,17,0.1393,  1.0,1,5
19080128,lisinopril 10 MG Oral Tablet,16,0.1311, 40.9,1,1
40160997,1 ML enoxaparin sodium 150 MG/ML Prefilled Syringe,14,0.1148,  1.0,1,5
1539463,simvastatin 10 MG Oral Tablet,14,0.1148, 22.7,1,2
40224805,1 ML medroxyprogesterone acetate 150 MG/ML Injection,13,0.1066,  1.4,1,4
40162606,acetaminophen 300 MG / hydrocodone bitartrate 5 MG Oral Tablet,13,0.1066,  5.7,1,3
19078106,hydrochlorothiazide 25 MG Oral Tablet,12,0.0984, 42.4,2,1
1511248,NDA020503 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler,12,0.0984, 10.4,2,2
19133873,penicillin V potassium 250 MG Oral Tablet,11,0.0902,  1.1,2,5
19079924,acetaminophen 160 MG Chewable Tablet,11,0.0902,  1.5,2,4
1519937,etonogestrel 68 MG Drug Implant,11,0.0902,  1.5,2,4
19073183,amoxicillin 250 MG Oral Capsule,10,0.0820,  1.4,2,4
19019979,ibuprofen 100 MG Oral Tablet,10,0.0820,  1.2,2,4
19073094,amlodipine 2.5 MG Oral Tablet,9,0.0738, 50.2,2,1
1594382,NDA020800 0.3 ML epinephrine 1 MG/ML Auto-Injector,9,0.0738,  1.0,2,5
40165015,meperidine hydrochloride 50 MG Oral Tablet,8,0.0656,  1.0,2,5
19127922,{28 (norethindrone 0.35 MG Oral Tablet) } Pack [Camila 28 Day],7,0.0574,  1.3,2,4
1154062,72 HR fentanyl 0.025 MG/HR Transdermal System,7,0.0574,  7.4,2,3
19127904,{24 (drospirenone 3 MG / ethinyl estradiol 0.02 MG Oral Tablet) / 4 (inert ingredients 1 MG Oral Tablet) } Pack [Yaz 28 Day],6,0.0492,  1.0,3,5
19129144,{28 (norethindrone 0.35 MG Oral Tablet) } Pack [Jolivette 28 Day],6,0.0492,  2.0,3,3
